№;дата ;час;текст пов?домлень;м?тка;Pos1/Repos1;Автор/Group;Джерело;Мова;Like;Поширення;веб-адреса;;;;;;;;;;;;;
570;29.08.2024;8:30;Кого з? студент?в можуть моб?л?зувати у вересн?: втрачають право на в?дстрочку;FAKE;Post;Катерина Пулатова;unian.ua;Укр?їнська;-;-;https://www.unian.ua/society/mobilizaciya-studentov-v-sentyabre-2024-goda-12741048.html;;;;;;;;;;;;;
571;23.08.2024;20:23;На подконтрольной ВСУ части Запорожской области сообщили о повреждении инфраструктуры;FAKE;Post;Бивший СССР;lenta.ru;Рос?йська;-;-;https://lenta.ru/news/2024/09/23/na-podkontrolnoy-vsu-chasti-zaporozhskoy-oblasti-soobschili-o-povrezhdenii-infrastruktury/;;;;;;;;;;;;;
572;24.08.2024;17:30;В Раде прокомментировали слухи об увольнении главы украинской разведки;FAKE;Post;Бивший СССР;lenta.ru;Рос?йська;-;-;https://lenta.ru/news/2024/09/23/v-rade-prokommentirovali-sluhi-ob-uvolnenie-glavy-ukrainskoy-razvedki/;;;;;;;;;;;;;
573;23.08.2024;16:14;В офисе Зеленского раскрыли детали ?плана победы?;FAKE;Post;Бивший СССР;lenta.ru;Рос?йська;-;-;https://lenta.ru/news/2024/09/23/v-ofise-zelenskogo-raskryli-detali-plana-pobedy/;;;;;;;;;;;;;
574;12.05.2024;19:20;Ukraina uderza w rosyjski przemys? naftowy;FAKE;Post;Redakcja;myslpolska.info;Польська;-;-;https://myslpolska.info/2024/05/11/ukraina-uderza-w-rosyjski-przemysl-naftowy/#google_vignette;;;;;;;;;;;;;
575;23.09.2024;18:04;"""Это ужасная мысль"". Зеленский боится, что Байден перестанет ему помогать";FAKE;Post;Евгения Кондакова;ukraina.ru;Рос?йська;-;-;https://ukraina.ru/20240923/1057628959.html;;;;;;;;;;;;;
576;23.09.2024;18:25;Испания подготовила 6000 военнослужащих ВСУ;FAKE;Post;Евгения Кондакова;ukraina.ru;Рос?йська;-;-;https://ukraina.ru/20240923/1057634132.html;;;;;;;;;;;;;
577;23.09.0224;17:38;Дети в заложниках, взрослые трудятся, как рабы. Алёхин о пропавших курянах и их поиске;FAKE;Post;Василий Стоякин;ukraina.ru;Рос?йська;-;-;https://ukraina.ru/20240923/1057628769.html;;;;;;;;;;;;;
578;00.01.1900;15:14;"""План победы"": что привёз Байдену Зеленский";FAKE;Post;Василий Стоякин;ukraina.ru;Рос?йська;-;-;https://ukraina.ru/20240923/1057622222.html;;;;;;;;;;;;;
579;00.01.1900;7:49;Скандалы недели. Украина за три месяца до обвала фронта - танцует, поет и смеется;FAKE;Post;Елена Мурзина;ukraina.ru;Рос?йська;-;-;https://ukraina.ru/20240923/1057612629.html;;;;;;;;;;;;;
580;23.09.2024;22:42;Нардеп Серг?й Льовочк?н оформив оп?кунство над мат?р'ю;1;Post;?гор Бережанський;tsn.ua;Українська;-;-;https://tsn.ua/politika/nardep-sergiy-lovochkin-oformiv-opikunstvo-nad-matir-yu-2665695.html;;;;;;;;;;;;;
581;23.09.2024;20:06;Майбутня зима буде складною для України: Бл?нкен зробив важливу заяву;1;Post;Юл?я Абрамова;tsn.ua;Українська;-;-;https://tsn.ua/ato/maybutnya-zima-bude-skladnoyu-dlya-ukrayini-blinken-zrobiv-vazhlivu-zayavu-2665644.html;;;;;;;;;;;;;
582;23.09.2024;19:00;Рос?я атакує Запор?жжя КАБами: чому ворог почав д?ставати до м?ста та яке наступне;1;Post;Олександр Марущак;tsn.ua;Українська;-;-;https://tsn.ua/exclusive/rosiya-atakuye-zaporizhzhya-kabami-chomu-vorog-pochav-distavati-do-mista-i-yake-nastupne-2665563.html;;;;;;;;;;;;;
583;22.09.2024;14:38;"В?йна в Україн? може стати ""в?чною"": Зах?д ? Київ мають р?зн? уявлення про її зак?нчення ? The Times";1;Post;Оксана Музиченко;tsn.ua;Українська;-;-;https://tsn.ua/ukrayina/viyna-v-ukrayini-mozhe-stati-vichnoyu-zahid-i-kiyiv-mayut-rizni-uyavlennya-pro-yiyi-zakinchennya-the-times-2664843.html;;;;;;;;;;;;;
